"transactionID","accountID","transactionAmountUSD","transactionAmount","transactionCurrencyCode","transactionDate","transactionTime","localHour","transactionIPaddress","ipState","ipPostcode","ipCountryCode","isProxyIP","browserLanguage","paymentInstrumentType","cardType","paymentBillingPostalCode","paymentBillingState","paymentBillingCountryCode","cvvVerifyResult","digitalItemCount","physicalItemCount","label"
"7E9F05E8-956B-4A2C-AD29-48793C0E150F","A564049487059715",531.99,531.99,"USD",20130922,200757,13,99.195,"colorado","80264","us","false","en-US","CREDITCARD","VISA","NA","NA","NA","M",0,1,"false"
"070FDC59-8E6D-4CF0-86C5-90EF1135FCF9","A985157075582099",173.223251,109.99,"GBP",20130802,191648,19,176.252,"greater london","wc2b","gb","false","en-GB","CREDITCARD","AMEX","SW111DH","NA","GB","M",1,0,"false"
"82AB3344-85A1-4B6F-A9C1-4918606EAF57","A914801081851193",219.99,219.99,"USD",20130724,4021,19,68.55,"maryland","21122","us","false","en-US","CREDITCARD","VISA","21146","MD","US","M",1,0,"false"
"A8E5FA03-588D-4B3E-B247-9D0D8ABB751A","A1055521249626680",156.792046,149.99,"AUD",20130710,131708,23,121.217,"new south wales","1005","au","false","en-AU","PAYPAL","U","NA","NA","AU","N",1,0,"false"
"0EDAEADC-FD4D-40B9-815E-78204478D39D","A914800186887719",5.29,5.29,"USD",20130528,2424,19,68.84,"michigan","48842","us","false","en-US","CREDITCARD","VISA","48917","MI","US","M",1,0,"false"
"98459E28-0A5E-4D8C-BB88-A17D07D3EEA8","A914800775769265",157.474251,99.99,"GBP",20130919,180421,18,86.184,"birmingham","b1","gb","false","en-GB","CREDITCARD","VISA","l8 7lu","NA","GB","M",1,0,"false"
"E3DD4C02-D7F0-442F-B70E-D1DF882D91BB","A844428050834871",151.12,151.12,"USD",20130507,162150,9,71.213,"utah","84105","us","false","en-US","CREDITCARD","VISA","84068","UT","US","M",1,0,"false"
"27D39C46-4F11-4759-B02A-194CFCBB8502","A844427471352271",73.164046,69.99,"AUD",20130712,3459,8,58.6,"western australia","6000","au","false","en-AU","CREDITCARD","MC","6169","Western Australia","AU","M",1,0,"false"
"4D14F772-B77C-45DE-B3AE-975F57860646","A1055520526991750",533.74,533.74,"USD",20130610,201736,15,74.235,"north carolina","28204","us","false","en-US","CREDITCARD","AMEX","28117","NC","US","M",0,1,"false"
"7C291921-ADE1-454F-ABFE-5E347BAD753F","A844428096251035",123.99,123.99,"USD",20130706,185838,12,65.31,"wisconsin","53208","us","false","en-US","CREDITCARD","VISA","33547","FL","US","M",0,2,"false"
"B38EECA3-4C09-4787-B0AC-D232CD6E5B70","A914801132708545",106.4762,79,"EUR",20130922,213036,22,92.147,"nord","59000","fr","false","fr-FR","CREDITCARD","VISA","59400","NA","FR","M",1,0,"false"
"039330EC-39B5-4702-ACB7-A5A3783B5799","A985157045072304",119.06,119.06,"USD",20130703,153604,-99,201.247,"san salvador","1702","sv","false","en-US","CREDITCARD","MC","78749","TX","US","M",1,0,"false"
"3DDCA171-D421-4F7B-9CAC-1A1737C737AA","A1055521450337980",362.5582,269,"EUR",20130715,150036,17,109.99,"bucuresti","70000","ro","false","de-DE","CREDITCARD","VISA","73240","NA","DE","M",1,0,"false"
"C9ACEDEC-9DBD-4F44-B1A2-B549E599147E","A1899946425132250",148.74,148.74,"USD",20130405,170738,10,74.211,"utah","84105","us","false","en-US","CREDITCARD","MC","84770","UT","US","M",1,0,"false"
"B9AE511F-BD28-4CDE-8E00-0B4406EC7EF5","A985156170305068",116.59,116.59,"USD",20130627,221705,16,71.228,"kentucky","42003","us","false","en-US","CREDITCARD","MC","42001","KY","US","M",1,0,"false"
"BD1E742C-6751-4F24-B3FF-56405B0B0C7A","A985156290981037",139.99,139.99,"USD",20130821,171048,9,108.178,"california","90049","us","false","en-US","CREDITCARD","MC","91342","CA","US","M",1,0,"false"
"29014B1D-DF13-4963-9CE6-DA6869E50C81","A1055521507559210",171.4062,15540,"JPY",20130914,134049,22,210.254,"kanagawa","231","jp","false","ja-JP","CREDITCARD","MC","343-0032","???","JP","M",1,0,"false"
"DC2B9ADD-37A7-40DA-B562-9463FB121D18","A985156111241913",532.49,532.49,"USD",20130611,3253,17,173.2,"arizona","85142","us","false","en-US","CREDITCARD","MC","32583","FL","US","P",0,1,"false"
"F7CFD2CB-6273-4502-94C5-FF41DB016742","A1899946414939910",5.4,5.4,"USD",20130525,205814,20,94.175,"greater london","ub8","gb","false","en-US","PAYPAL","U","NA","NA","GB","N",1,0,"false"
"C26CB87F-9EF9-4083-A87C-825BD6974DBB","A1829581230434290",187.3442,139,"EUR",20130612,81959,9,87.67,"brussels","1006","be","false","fr-BE","CREDITCARD","VISA","4053","NA","BE","M",1,0,"false"
"3FE64D63-17F9-43FA-9B23-EDA8F723DE53","A985157020970279",45.003365,45.19,"CAD",20130606,144218,-99,201.247,"san salvador","1702","sv","false","en-CA","CREDITCARD","MC","N0L 1G2","ON","CA","M",0,1,"false"
"EF8698DC-4189-44B9-BA32-54E523D826F5","A985157000753396",82.708,89900,"KRW",20130504,211432,22,83.199,"loire-atlantique","44000","fr","false","ko-KR","CREDITCARD","VISA","724000","Sarthe","KR","M",1,0,"false"
"E20B2192-F395-4791-A1E3-FEBCEE25829D","A1759221078608080",63.74,63.74,"USD",20130930,31538,21,67.175,"illinois","60446","us","false","en-US","CREDITCARD","MC","60450","IL","US","M",0,1,"false"
"2E16DA5A-2692-4CCF-A201-E25B5D9D6334","A1759221220576710",128.39,128.39,"USD",20130418,23718,20,72.2,"indiana","46350","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"5BE30F22-3952-49BF-AF4A-DBCCEED0E4C1","A1055521348885970",149.09,149.09,"USD",20130506,173332,10,63.248,"utah","84041","us","false","en-US","CREDITCARD","AMEX","96793","HI","US","M",1,0,"false"
"9CEE67AC-D416-44F0-B3A0-C46888A9BC74","A985156500915121",5.4,5.4,"USD",20130527,223951,16,98.199,"texas","77551","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"17AD3D9E-4D16-407C-A430-C0B96D224A22","A844428090716661",152.59,152.59,"USD",20130912,140148,8,166.137,"texas","75219","us","true","en-US","CREDITCARD","VISA","70816","LA","US","M",1,0,"false"
"2B695721-1600-4214-8544-AB0AEE928B03","A914800213909731",235.39,235.39,"USD",20130920,203559,15,66.195,"north carolina","27608","us","false","en-US","CREDITCARD","AMEX","8833","NJ","US","M",1,0,"false"
"FF469925-08DC-41B1-B7CB-34DD8691B4B7","A985157074638533",125.99,125.99,"USD",20130912,5123,17,128.138,"colorado","80309","us","false","en-US","CREDITCARD","VISA","80123","CO","US","M",1,0,"false"
"B15C4B91-8A79-4442-8AF1-DB7649D3B177","A1759220808547420",106.4762,79,"EUR",20130913,125439,13,94.225,"antwerpen","2800","be","false","fr-BE","CREDITCARD","MC","3040","NA","BE","M",1,0,"false"
"E39000D5-1F2E-46F2-BB5A-88CECBD5DF18","A294356862064979",63.59,63.59,"USD",20130906,230720,18,66.233,"maryland","21201","us","false","en-US","CREDITCARD","VISA","21209","MD","US","M",0,1,"false"
"6FA6596B-46AA-4696-82DA-10DDF5F8BC4B","A1829581527733650",121.34325,145,"NZD",20130920,40500,16,122.6,"canterbury","8001","nz","false","en-NZ","CREDITCARD","VISA","NA","NA","NA","M",1,0,"false"
"65251788-4137-4C22-AA51-06DCD5622C75","A914801042862781",132.729554,133.28,"CAD",20130617,232833,15,207.216,"british columbia","v9r 1a1","ca","false","en-CA","CREDITCARD","VISA","V9J1M9","BC","CA","M",1,0,"false"
"88C1DFC5-3AD0-403F-B942-B98DCE4AF1D0","A1829582566260380",120.10945,239,"BRL",20130611,15143,22,201.8,"minas gerais","30110-000","br","false","pt-BR","CREDITCARD","VISA","30411-273","MG","BR","M",1,0,"false"
"040B78FE-BC2B-45D2-9F9C-4E1D91352EFC","A564049489163133",499.99,499.99,"USD",20130701,234549,18,96.245,"pennsylvania","19133","us","false","en-US","CREDITCARD","VISA","19803","DE","US","M",0,1,"false"
"EF72BBCC-CB6C-4BE4-A061-6569E68B316B","A985156849479009",84.99,84.99,"USD",20130411,21254,21,149.13,"massachusetts","2482","us","false","en-US","CREDITCARD","VISA","2481","MA","US","M",1,0,"false"
"ED3DB510-E73C-4C94-AC23-3022826BCE4F","A844428155459948",371.37,371.37,"USD",20130905,60139,1,68.174,"new york","10020","us","false","en-US","CREDITCARD","VISA","10032","NY","US","M",0,1,"false"
"2CF41C4B-AE95-4CE1-82E0-1F468BBE0B2A","A305489416835293",89.95645,179,"BRL",20130517,141314,11,201.43,"sao paulo","01001-000","br","false","pt-BR","CREDITCARD","VISA","09210-010","SP","BR","M",1,0,"false"
"59EBE331-01D6-4A22-AD69-9D95754EA0CB","A985157045110278",272.47,272.47,"USD",20130703,163044,-99,201.247,"san salvador","1702","sv","false","en-US","CREDITCARD","MC","91747","CA","US","M",0,2,"false"
"C795DC33-BF8D-439E-A0BF-9D29A8CEFC71","A985156993628740",109.99,109.99,"USD",20130419,222432,15,76.25,"colorado","80501","us","false","en-US","CREDITCARD","VISA","80503","CO","US","M",1,0,"false"
"8B4A37F7-6FF5-48B9-9DC7-D3C5EABC7B20","A914800780901156",116.04,116.04,"USD",20130821,185651,12,71.13,"wisconsin","53711","us","false","en-US","CREDITCARD","VISA","54602-0966","WI","US","M",1,0,"false"
"B1F2D3CD-2E03-438C-B701-3409D470604A","A844427138434509",5.31,5.31,"USD",20130527,113736,6,107.202,"ohio","44141","us","false","en-US","CREDITCARD","VISA","44221","OH","US","M",1,0,"false"
"15AB09E8-A23D-46E8-8E59-08C7612E8312","A985156710796193",4.99,4.99,"USD",20130521,205934,12,68.7,"california","92123","us","false","en-US","CREDITCARD","VISA","92019","CA","US","M",1,0,"false"
"4450490B-5340-478E-8A13-9F2B03D056A0","A914800935405833",544.36,544.36,"USD",20130710,170655,12,24.146,"new york","11226","us","false","en-US","CREDITCARD","MC","11204","NY","US","M",0,1,"false"
"7CD07945-B605-4D21-9BAA-0FA1909A0ECE","A1055520882015300",125.99,125.99,"USD",20130515,24700,21,68.57,"virginia","20164","us","false","en-US","CREDITCARD","VISA","20164","VA","US","M",1,0,"false"
"DC7D9E9E-52A1-4879-AC93-57CFF5A4F33A","A985157042415562",543.99,543.99,"USD",20130630,213554,14,68.104,"arizona","85013","us","false","en-US","CREDITCARD","VISA","85338","AZ","US","M",0,1,"false"
"2E3AA05C-E4C6-45A5-A108-02674D065DCC","A985156128703038",543.32,543.32,"USD",20130623,191145,13,96.18,"oklahoma","74601","us","false","en-US","CREDITCARD","VISA","74604","OK","US","M",0,1,"false"
"6C413619-9550-4E93-8EBB-F4906325903D","A1055520825138000",557.677241,559.99,"CAD",20130612,1702,16,70.68,"british columbia","v2y 0h2","ca","false","en-CA","CREDITCARD","VISA","V3E 2X6","BC","CA","M",0,1,"false"
"AF147215-5787-4AF0-9234-D296CF74B02D","A1759221657335100",43.43,43.43,"USD",20130501,105250,2,74.61,"washington","98161","us","false","en-US","CREDITCARD","VISA","98038","WA","US","M",0,1,"false"
"24E8CF4E-28D6-4A59-A828-B784C08F1956","A914800775077818",79.99,79.99,"USD",20130616,1217,19,99.17,"georgia","30084","us","false","en-US","CREDITCARD","VISA","30349","GA","US","M",1,0,"false"
"33D3A6B3-C280-47A0-AF5A-F5D7321F4580","A985157018217277",192.800787,599.99,"PLN",20130531,161148,17,78.8,"wielkopolskie","60-010","pl","false","pl-PL","CREDITCARD","VISA","02-654","NA","PL","M",1,0,"false"
"47282C7D-7FA5-4C6E-8988-C42A81DDD095","A844428137924130",149.79,149.79,"USD",20130817,171633,12,128.122,"new york","10003","us","false","en-US","CREDITCARD","VISA","7302","NJ","US","M",1,0,"false"
"8057A7CE-339C-4BCC-B420-44C44D7BC50F","A985156744159554",152.41,152.41,"USD",20130517,230944,18,72.229,"new york","10020","us","false","en-US","CREDITCARD","VISA","10025","NY","US","M",1,0,"false"
"783BB819-93F1-403C-BF0F-6A2196188FF3","A1829581369602060",103.48965,99,"AUD",20130407,114910,21,123.5,"new south wales","2250","au","false","en-AU","CREDITCARD","VISA","4214","Queensland","AU","M",1,0,"false"
"C57E5927-4D72-4432-A656-546316F60681","A914801090629418",86.89,86.89,"USD",20130801,175007,12,208.13,"massachusetts","2090","us","false","en-US","CREDITCARD","MC","11704","NY","US","M",1,0,"false"
"3635F924-4CA7-4153-8172-5CEA69A4EF72","A1055521457263450",148.74,148.74,"USD",20130722,24015,20,71.143,"illinois","60126","us","false","en-US","CREDITCARD","MC","60067","IL","US","M",1,0,"false"
"26877FEB-C5EE-4EC5-A7F8-0D4278C162A8","A1055521437762320",1319.4962,979,"EUR",20130721,14526,1,86.41,"westmeath","0","ie","false","en-IE","PAYPAL","U","NA","NA","IE","N",0,1,"false"
"C5C95EF1-5D05-4E38-A95F-7D158670EEB7","A844427498220672",84.79,84.79,"USD",20130828,203043,15,128.163,"kentucky","40506","us","false","en-US","CREDITCARD","VISA","40019","KY","US","M",1,0,"false"
"BAC90A05-C0FB-4191-A199-B38152F96E8D","A914801119989881",148.39,148.39,"USD",20130901,194354,14,97.84,"michigan","49401","us","false","en-US","CREDITCARD","VISA","48838","MI","US","M",1,0,"false"
"C0133DEC-7C71-4723-8A51-083CC3885499","A985157036607028",184.317573,169.95,"CHF",20130624,93454,10,84.75,"zuerich","8043","ch","false","de-CH","CREDITCARD","MC","8309","NA","CH","M",1,0,"false"
"1886DB21-293A-4732-97E9-077E63DB4CBA","A1899947029458520",0,0,"CAD",20130619,85557,-99,207.46,"none","0","sg","true","fr-CA","CREDITCARD","VISA","L5N 8L9","ON","CA","N",1,0,"false"
"0C493C3B-290C-4710-8CC2-9EE393C15F63","A914800514608843",166.53315,199,"NZD",20130403,22538,14,131.203,"otago","9197","nz","false","en-NZ","CREDITCARD","VISA","9348","NA","NZ","M",1,0,"false"
"7E91E293-0715-47FC-A59A-A95539619304","A985157038692991",148.39,148.39,"USD",20130626,165652,11,24.192,"michigan","48084","us","false","en-US","CREDITCARD","VISA","48035","MI","US","M",1,0,"false"
"7EB7F3EE-0310-420C-B2A3-99A6E8B0E7BD","A844428102865689",202.17,150,"EUR",20130713,105537,11,178.19,"wien","1000","at","false","de-AT","CREDITCARD","MC","5730","NA","AT","M",1,0,"false"
"3ABC72AB-19A9-465C-99BA-42B07DFD8572","A985156322389564",64.19,64.19,"USD",20130906,164510,11,68.196,"new jersey","7510","us","false","en-US","CREDITCARD","VISA","7501","NJ","US","M",0,1,"false"
"5EDA7F60-397D-4AB2-924C-3A7741B3275A","A365385234734404",44.74,44.74,"USD",20130810,53400,23,76.18,"tennessee","37027","us","false","en-US","CREDITCARD","VISA","38425","TN","US","M",0,4,"false"
"BE22FF05-BD1C-42BB-B8AA-2E2848950024","A844427605789334",0,0,"USD",20130405,32458,-99,69.124,"new jersey","7054","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"B4D23470-5A2F-4498-B7D3-3096C644A278","A985156345359749",241.066144,1199,"ARS",20130507,4909,21,181.28,"ciudad de buenos aires","1000","ar","false","es-AR","CREDITCARD","MC","1012","Distrito Federal","AR","M",1,0,"false"
"28547426-3E30-401D-B32F-FAA2D0184337","A1055521039083180",116.44672,3499,"RUB",20130505,75913,10,91.76,"moskva","100000","ru","false","ru-RU","CREDITCARD","VISA","105425","NA","RU","M",2,0,"false"
"80B643F1-E4CB-4889-BE9B-AA0DBE97B20D","A844428091565139",149.79,149.79,"USD",20130702,13611,21,70.45,"none","918","pr","false","en-US","CREDITCARD","AMEX","926","NA","PR","M",1,0,"false"
"DE7B2FC6-FA4B-4EED-8DCD-5BD73851C9DC","A1055521445222640",2831.638702,1797.98,"GBP",20130710,152913,17,109.99,"bucuresti","70000","ro","false","en-GB","CREDITCARD","VISA","CV1 3ET","NA","GB","M",0,4,"false"
"A27CD962-56B1-4D55-8FC0-C5629FF79532","A914800576413594",84.79,84.79,"USD",20130730,230335,18,71.205,"michigan","49503","us","false","en-US","CREDITCARD","AMEX","48439","MI","US","M",1,0,"false"
"4E29BDCF-E246-440C-A696-ABAE12AA55DE","A365591095888791",19.99,19.99,"USD",20130510,110,19,76.104,"virginia","23860","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"B8CDDA84-4797-4900-8FCD-07198C386CA5","A1899946889329070",63.59,63.59,"USD",20130917,15504,20,68.81,"pennsylvania","19090","us","false","en-US","CREDITCARD","VISA","19038","PA","US","M",0,1,"false"
"1EAACDAD-F872-4C94-89FA-364DA2B0CDF2","A1055520990511160",115.74,115.74,"USD",20130524,133626,7,209.119,"tennessee","37203","us","false","en-US","CREDITCARD","VISA","37215","TN","US","M",0,2,"false"
"141D3358-D4B5-456D-A52A-A7D2DA3E6290","A1899946977632390",0.15,0.15,"USD",20130606,220255,-99,131.107,"washington","98052","us","false","en-US","CREDITCARD","VISA","98019","WA","US","N",1,0,"false"
"8E422377-BFF6-4481-AA62-82F5C7E85DB9","A844427411588477",106.24,106.24,"USD",20130824,124725,7,24.61,"massachusetts","2139","us","false","en-US","CREDITCARD","VISA","2145","MA","US","M",1,0,"false"
"BE2CF50D-3066-4B31-926A-DDB78F7F3899","A914800136874676",222.19,222.19,"USD",20130624,183219,13,108.58,"connecticut","6902","us","false","en-US","CREDITCARD","VISA","6902","CT","US","M",1,0,"false"
"13C83FA0-54BD-45DA-95D3-67F80C93C88D","A914800423894312",159.36,159.36,"USD",20130902,164245,11,18.189,"massachusetts","2139","us","true","en-US","CREDITCARD","AMEX","2148","MA","US","M",0,1,"false"
"DDE7DD6C-20CE-4C07-97AB-AFF42A7CB585","A985156937519374",106.24,106.24,"USD",20130421,180322,12,98.214,"illinois","62656","us","false","en-US","CREDITCARD","DISCOVER","62656","IL","US","M",1,0,"false"
"D62C01E2-DBB0-4E0E-9508-7F7CF8CD5F98","A1759220990469280",15.674994,15.74,"CAD",20130918,165033,11,216.15,"new york","14534","us","false","en-CA","CREDITCARD","AMEX","T5J 0B5","AB","CA","M",0,1,"false"
"344A3108-0FCE-4B10-8F8F-C10560FA7C95","A311742890714172",110.803892,999.99,"ZAR",20130619,80600,10,41.135,"northern cape","0","za","false","en-ZA","CREDITCARD","VISA","153","NA","ZA","M",1,0,"false"
"7A7C847D-C9A7-46B9-B6CC-B7DC2B08CC32","A1899946508917800",112.30134,699,"CNY",20130422,192959,14,71.179,"maryland","21201","us","false","zh-CN","CREDITCARD","VISA","100012","BJ","CN","M",1,0,"false"
"21AE4C4D-AE33-41BA-AF4D-63CEC88D6057","A1055521105586960",90.454872,90.83,"CAD",20130621,195344,14,184.162,"quebec","h2y 2j7","ca","false","fr-CA","CREDITCARD","VISA","J3Y6L3","QC","CA","M",1,0,"false"
"7A926988-693B-4672-8E4E-0B45E9B89AA5","A1759220851528370",173.223251,109.99,"GBP",20130921,180408,18,2.31,"greater london","n9","gb","false","en-GB","CREDITCARD","MC","KT2 6JP","NA","GB","M",1,0,"false"
"A0A66743-3FF3-4FFF-82E0-E974C3981328","A914801042022946",139.99,139.99,"USD",20130711,14035,19,65.241,"alabama","35243","us","false","en-US","CREDITCARD","MC","91104","CA","US","M",1,0,"false"
"4BB0B9F5-7F60-4B1A-B7E0-D8D3CB54806A","A1055521256677000",151.54,151.54,"USD",20130915,31954,21,74.194,"arkansas","72802","us","false","en-US","CREDITCARD","VISA","77339","TX","US","M",1,0,"false"
"48AB7B31-9911-4DFB-9E41-6BB0623C530F","A985157080117466",89.99,89.99,"USD",20130902,3119,19,65.5,"south carolina","29407","us","false","en-US","CREDITCARD","MC","29456","SC","US","M",1,0,"false"
"7DFAA7C0-F350-4886-BE59-371A4C5370C4","A1759221895063190",32.481973,29.95,"CHF",20130709,194841,20,92.106,"zuerich","8043","ch","false","de-CH","CREDITCARD","MC","9100","NA","CH","M",1,0,"false"
"E3B69D74-B5F5-4DF5-B774-10E32E7E756E","A1688852410041660",113.116544,199.99,"TRY",20130507,112701,13,193.14,"isparta","32000","tr","false","tr-TR","CREDITCARD","MC","32100","NA","TR","M",1,0,"false"
"51ED0B4A-3209-4891-8F1E-012D13E4E961","A985156948537342",85.59,85.59,"USD",20130804,165230,11,71.61,"pennsylvania","15102","us","false","en-US","CREDITCARD","MC","15241","PA","US","M",1,0,"false"
"E9C0933C-5137-4733-A6D7-7B1656C6D7FF","A1759220999673780",176.653696,168.99,"AUD",20130605,193045,7,27.123,"central","0","fj","false","en-AU","CREDITCARD","VISA","2480","New South Wales","AU","M",2,0,"false"
"4BAEC891-FA23-4ACA-9134-C45C253D9EA9","A1829582133247960",187.3442,139,"EUR",20130503,162003,17,90.84,"val-de-marne","94110","fr","true","fr-FR","CREDITCARD","AMEX","75020","NA","FR","M",2,0,"false"
"D20DCE61-B006-4AA5-B03A-33EC3B5BA270","A914800948394131",1.21302,0.9,"EUR",20130506,90825,-99,131.107,"washington","98052","us","true","en-CA","CREDITCARD","VISA","97500","NA","PM","N",1,0,"false"
"6F9ED717-6896-47ED-8327-840701FDFAAA","A1688852131427560",109.99,109.99,"USD",20130504,20026,21,76.1,"maryland","21716","us","false","en-US","CREDITCARD","MC","21701","MD","US","M",1,0,"false"
"13719F80-F1D4-4471-BA64-21BCEE9E735B","A1899945713950670",79.99,79.99,"USD",20130827,164714,9,128.138,"colorado","80309","us","false","en-US","CREDITCARD","VISA","80241","CO","US","M",1,0,"false"
"8AB37221-885C-4993-828C-B55AB99F3D40","A312088374453163",156.421301,157.07,"CAD",20130514,170938,12,174.113,"ontario","m3h 6a7","ca","false","en-CA","CREDITCARD","MC","M5V1B2","ON","CA","M",1,0,"false"
"86BC7D76-DD30-46D4-AC0D-235699AD95F7","A1829581159175980",173.223251,109.99,"GBP",20130403,163220,16,86.28,"reading","rg1","gb","false","en-GB","CREDITCARD","VISA","RG7 5DF","NA","GB","M",1,0,"false"
"E301B18C-AADD-4550-918B-E1636651A4B2","A844427911389276",677.191251,429.99,"GBP",20130707,180617,18,90.213,"halton","wa8","gb","false","en-GB","CREDITCARD","VISA","ll302tq","NA","GB","M",0,1,"false"
"5B13DDC6-8E00-4CC8-B08A-B3E690ACAEEB","A914800334589993",120.10945,239,"BRL",20130417,154110,12,189.27,"goias","74003-010","br","false","pt-BR","CREDITCARD","VISA","74775-014","GO","BR","M",1,0,"false"
"C4822B24-2935-4633-917C-050F8AE93344","A844427766037168",166.53315,199,"NZD",20130529,90012,21,60.234,"auckland","1001","nz","false","en-NZ","CREDITCARD","AMEX","632","NA","NZ","M",1,0,"false"
"BEF80BC1-4980-47E4-A3D2-033E4927F6BA","A985156100202483",529.99,529.99,"USD",20130724,30856,22,166.137,"ohio","43201","us","true","en-US","PAYPAL","U","NA","NA","US","N",0,1,"false"
"2FAF2427-DFF8-4740-BE6C-01E4DB996574","A1055520837670750",426.93,426.93,"USD",20130412,120908,7,67.236,"indiana","46282","us","false","en-US","CREDITCARD","VISA","46571","IN","US","M",0,1,"false"
"CAC842A2-EB12-4A51-83C6-73B5B22F8B9B","A1055521511380330",156.421301,157.07,"CAD",20130919,14138,20,24.15,"ontario","l7r 4s6","ca","false","en-CA","CREDITCARD","VISA","M2N7J5","ON","CA","M",1,0,"false"
"676B4D9B-56DE-4E00-AC47-2437F6A9E927","A312155206486538",64.79,64.79,"USD",20130916,205622,14,50.7,"illinois","60604","us","false","en-US","CREDITCARD","AMEX","92130","CA","US","M",0,1,"false"
"5A1F1F11-FCBE-46CA-95EB-02A900AC3DC4","A300472896341230",103.48965,99,"AUD",20130625,121628,22,124.17,"queensland","4000","au","false","en-AU","CREDITCARD","AMEX","4172","Queensland","AU","M",1,0,"false"
"C36D4883-F196-4550-9F69-33AD89F84B65","A914801059624837",32.481973,29.95,"CHF",20130701,221212,23,84.253,"zuerich","8043","ch","false","fr-CH","CREDITCARD","MC","1211","NA","CH","M",1,0,"false"
"A4B4D3E7-2601-4D30-AA58-2BAAAB54CFDF","A1055521248303580",86.47,86.47,"USD",20130701,205230,-99,207.118,"new york","10020","us","false","en-US","CREDITCARD","VISA","98261","WA","US","M",1,1,"false"
"55DF0972-778E-4C04-9D71-66F6299E6981","A364284948769413",148.39,148.39,"USD",20130629,4922,19,99.148,"michigan","48602","us","false","en-US","CREDITCARD","VISA","48767","MI","US","M",1,0,"false"
"A0CEBBB0-9DE3-4961-9E3C-12387934432B","A1899945781461890",94.478251,59.99,"GBP",20130924,191601,19,193.61,"coventry","cv1","gb","false","en-GB","CREDITCARD","VISA","NA","NA","NA","M",1,0,"false"
"16910A60-BABE-4C39-B614-B6788DB2E1F6","A1055521049642360",113.116544,199.99,"TRY",20130922,155407,17,212.252,"istanbul","34010","tr","false","tr-TR","CREDITCARD","MC","34000","NA","TR","M",1,0,"false"
"3177161C-4965-434F-9398-C67AB27EC643","A1899946977632390",0.15,0.15,"USD",20130923,180525,10,131.107,"washington","98052","us","false","en-US","CREDITCARD","VISA","98019","WA","US","N",1,0,"false"
"1C33B32D-FE9E-4FAA-9162-E509491DC46F","A844428012422722",139.99,139.99,"USD",20130425,13649,20,173.93,"south carolina","29577","us","false","en-US","CREDITCARD","VISA","29588","SC","US","M",1,0,"false"
"6534AF01-11EB-4D7B-AD5A-4CBFB005B44E","A1055520657152920",180.668193,999.99,"DKK",20130901,190118,20,188.182,"sjaelland","4700","dk","false","da-DK","CREDITCARD","VISA","4180","NA","DK","M",1,0,"false"
"D9483110-5CDF-4F6A-A436-ADCEADB88A0D","A844427221434370",1548.595244,1148.98,"EUR",20130612,140038,15,213.164,"wien","1000","at","false","de-AT","CREDITCARD","MC","1040","NA","AT","M",0,3,"false"
"3DAE3C8D-DC81-455F-B0E2-8FE86CD0F653","A1055521273599260",139.99,139.99,"USD",20130903,141126,11,189.7,"pernambuco","56503-250","br","false","en-US","CREDITCARD","AMEX","33166","FL","US","M",1,0,"false"
"4949FBC0-A251-47B0-9A32-BDDB64EF8E54","A914800116775632",173.223251,109.99,"GBP",20130419,181305,18,86.164,"greater london","w5","gb","false","en-GB","CREDITCARD","VISA","so319tb","NA","GB","M",1,0,"false"
"1923B66B-BD96-4B5C-A93C-B56F711A91F4","A1759220805680950",547.49,547.49,"USD",20130614,23543,18,24.19,"washington","98166","us","false","en-US","CREDITCARD","VISA","98166","WA","US","M",0,1,"false"
"51FD74A1-AEA6-45A7-9BC3-8ED8A620B3A7","A844427810342068",155.75715,149,"AUD",20130414,43206,14,110.175,"new south wales","1005","au","false","en-AU","CREDITCARD","MC","2759","New South Wales","AU","M",1,0,"false"
"F49B5E63-EC54-4AD4-94E5-84EB3DB4ED06","A914801013219834",84.99,84.99,"USD",20130501,222611,17,76.127,"massachusetts","2132","us","false","en-US","CREDITCARD","MC","2122","MA","US","M",1,0,"false"
"A419A2D3-4AF3-4ADF-ADC8-6020C885A1E2","A1055521368237370",146.99,146.99,"USD",20130529,150421,10,72.224,"maine","4347","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"A7757B69-27FD-4AA2-AD82-F8844EB2A2B0","A389233052277175",176.66415,169,"AUD",20130604,62722,16,101.171,"new south wales","1005","au","false","en-AU","CREDITCARD","VISA","2130","New South Wales","AU","M",1,0,"false"
"E62D0F7C-B5FA-4431-A0C5-5ED0A053D8CC","A914800221836453",79.99,79.99,"USD",20130529,224041,17,69.143,"virginia","22214","us","false","en-US","PAYPAL","U","NA","NA","US","N",1,0,"false"
"6A152A58-6397-43F8-8AA6-0EA41236A4DC","A1829581311664500",15.733251,9.99,"GBP",20130703,142550,14,213.122,"sheffield","s1","gb","false","en-GB","CREDITCARD","VISA","LN13 9PH","NA","GB","M",1,1,"false"
